date,state,latitude,longitude,temp_max,temp_min,temp_mean,temp_max_source,temp_min_source,temp_mean_source,precipitation,humidity,solar_radiation,data_source,temp_range,gdd,precipitation_7d_sum,heat_stress_days,et_proxy,water_availability_index,year,month,state_normalized,yield_proxy,temp_mean_main,precipitation_main,solar_radiation_main,soil_ph,Fpar,NDVI,Lai
2015-11-24,Chandigarh,29.05,76.08,28.51,13.37,,nasa_power,nasa_power,nasa_power,,27.9,13.29,nasa_power,15.140000000000002,,0.0,0,0.1329,,2015,11,Chandigarh,,,,,,,,
2015-11-25,Chandigarh,29.05,76.08,29.69,12.32,,nasa_power,nasa_power,nasa_power,,29.63,12.81,nasa_power,17.37,,0.0,0,0.1281,,2015,11,Chandigarh,,,,,,,,
2015-11-26,Chandigarh,29.05,76.08,26.33,16.64,,nasa_power,nasa_power,nasa_power,,34.18,9.49,nasa_power,9.689999999999998,,0.0,0,0.0949,,2015,11,Chandigarh,,,,,,,,
2015-11-27,Chandigarh,29.05,76.08,27.62,11.52,,nasa_power,nasa_power,nasa_power,,38.54,10.24,nasa_power,16.1,,0.0,0,0.1024,,2015,11,Chandigarh,,,,,,,,
2015-11-28,Chandigarh,29.05,76.08,27.43,13.95,,nasa_power,nasa_power,nasa_power,,40.37,8.65,nasa_power,13.48,,0.0,0,0.0865,,2015,11,Chandigarh,,,,,,,,
2015-11-29,Chandigarh,29.05,76.08,26.67,12.33,,nasa_power,nasa_power,nasa_power,,46.27,9.43,nasa_power,14.340000000000002,,0.0,0,0.0943,,2015,11,Chandigarh,,,,,,,,
2015-11-30,Chandigarh,29.05,76.08,28.28,14.3,,nasa_power,nasa_power,nasa_power,,39.25,10.56,nasa_power,13.98,,0.0,0,0.1056,,2015,11,Chandigarh,,,,,,,,
2015-12-01,Chandigarh,29.05,76.08,27.95,12.63,,nasa_power,nasa_power,nasa_power,,40.67,11.59,nasa_power,15.32,,0.0,0,0.1159,,2015,12,Chandigarh,,,,,,,,
2015-12-02,Chandigarh,29.05,76.08,25.2,11.84,,nasa_power,nasa_power,nasa_power,,38.37,10.7,nasa_power,13.36,,0.0,0,0.107,,2015,12,Chandigarh,,,,,,,,
2015-12-03,Chandigarh,29.05,76.08,26.91,11.04,,nasa_power,nasa_power,nasa_power,,40.21,11.94,nasa_power,15.87,,0.0,0,0.1193999999999999,,2015,12,Chandigarh,,,,,,,,
2015-12-04,Chandigarh,29.05,76.08,27.62,10.36,,nasa_power,nasa_power,nasa_power,,33.89,12.7,nasa_power,17.26,,0.0,0,0.127,,2015,12,Chandigarh,,,,,,,,
2015-12-05,Chandigarh,29.05,76.08,28.04,11.94,,nasa_power,nasa_power,nasa_power,,24.24,12.03,nasa_power,16.1,,0.0,0,0.1202999999999999,,2015,12,Chandigarh,,,,,,,,
2015-12-06,Chandigarh,29.05,76.08,26.96,12.21,,nasa_power,nasa_power,nasa_power,,22.4,10.6,nasa_power,14.75,,0.0,0,0.106,,2015,12,Chandigarh,,,,,,,,
2015-12-07,Chandigarh,29.05,76.08,27.89,10.81,,nasa_power,nasa_power,nasa_power,,24.88,8.74,nasa_power,17.08,,0.0,0,0.0874,,2015,12,Chandigarh,,,,,,,,
2015-12-08,Chandigarh,29.05,76.08,28.69,14.11,,nasa_power,nasa_power,nasa_power,,23.21,8.28,nasa_power,14.580000000000002,,0.0,0,0.0828,,2015,12,Chandigarh,,,,,,,,
2015-12-09,Chandigarh,29.05,76.08,27.21,10.38,,nasa_power,nasa_power,nasa_power,,29.73,5.47,nasa_power,16.83,,0.0,0,0.0547,,2015,12,Chandigarh,,,,,,,,
2015-12-10,Chandigarh,29.05,76.08,27.69,11.62,,nasa_power,nasa_power,nasa_power,,33.82,7.25,nasa_power,16.07,,0.0,0,0.0725,,2015,12,Chandigarh,,,,,,,,
2015-12-11,Chandigarh,29.05,76.08,23.45,11.35,,nasa_power,nasa_power,nasa_power,,38.63,7.54,nasa_power,12.1,,0.0,0,0.0754,,2015,12,Chandigarh,,,,,,,,
2015-12-12,Chandigarh,29.05,76.08,22.46,8.19,,nasa_power,nasa_power,nasa_power,,33.97,8.93,nasa_power,14.27,,0.0,0,0.0893,,2015,12,Chandigarh,,,,,,,,
2015-12-13,Chandigarh,29.05,76.08,21.71,5.99,,nasa_power,nasa_power,nasa_power,,22.13,11.72,nasa_power,15.72,,0.0,0,0.1172,,2015,12,Chandigarh,,,,,,,,
